CODPRO;NOMEPRO;DESCPROCORTAM;ESTPROCORTAM;PRCOMPRAPRO;PRVENDAPRO;DTCADPRO;;;
106.169;CAMISETA MASC M/L ESTA LOGO GOLA RETILINIA CALVIN KLEIN;VERDE - GG;1;81,36;179;10.05.2017;; R$ 81,36 ;179
106.169;CAMISETA MASC M/L ESTA LOGO GOLA RETILINIA CALVIN KLEIN;VERDE - G;1;81,36;179;10.05.2017;; R$ 81,36 ;179
106.171;VESTIDO FEM ML TRICOT TUBO C/ ZIPER ANIMALE;PRETO - P;1;421,82;928;10.05.2017;; R$ 421,82 ;928
106.172;CAMISETA MASC M/L EST LOGO NA BARRA CALVIN KLEIN;AZUL CARBONO - GG;1;108,64;239;10.05.2017;; R$ 108,64 ;239
106.174;VESTIDO FEM ALCA BABADO RENDA LONGO ANIMALE;PRETO - 38;1;453,64;998,01;10.05.2017;; R$ 453,64 ;998,01
106.139;BODY FEM TRICIT M/L DECOT V ANIMALE;MARINHO - P;1;226,36;497,99;08.05.2017;; R$ 226,36 ;497,99
106.176;CALCA FEM PANTALONA ESTAMPADA FARM;VERDE ESTAMPADO - P;1;179,5;398,99;10.05.2017;; R$ 179,50 ;398,99
106.175;VESTIDO FEM BORDADO MALHA CURTO CALVIN KLEIN;MARINHO - PP;1;117,73;259;10.05.2017;; R$ 117,73 ;259
106.182;CAMISETA MASC M/C ESTA BASICA CALVIN KLEIN;AZUL ROYAL - P;1;58,64;129;10.05.2017;; R$ 58,64 ;129
106.182;CAMISETA MASC M/C ESTA BASICA CALVIN KLEIN;MARINHO - G;1;58,64;129;10.05.2017;; R$ 58,64 ;129
106.182;CAMISETA MASC M/C ESTA BASICA CALVIN KLEIN;MARINHO - GG;1;58,64;129;10.05.2017;; R$ 58,64 ;129
106.741;CALCA MASC OFFICE BASICA VR;CAQUI - 50;1;192,74;429;06.09.2017;; R$ 192,74 ;429
106.177;CAMISA FEM BATA ML ESTAMPADA FARM;AZUL ESTAMPADO - M;1;159,5;359;10.05.2017;; R$ 159,50 ;359
106.177;CAMISA FEM BATA ML ESTAMPADA FARM;AZUL ESTAMPADO - P;1;159,5;359;10.05.2017;; R$ 159,50 ;359
106.179;BLUSA FEM BATA ML OMBRO VAZADO ESTAMPADO FARM;MULTI CORES - M;1;144,5;319;10.05.2017;; R$ 144,50 ;319
106.179;BLUSA FEM BATA ML OMBRO VAZADO ESTAMPADO FARM;MULTI CORES - G;2;144,5;319;10.05.2017;; R$ 289,00 ;638
106.180;VESTIDO FEM MC CURTO ESTAMPADO FARM;MULTI CORES - G;1;139,5;309,01;10.05.2017;; R$ 139,50 ;309,01
106.178;CAMISETA MASC M/C ESTA LOGO CALVIN KLEIN;CINZA - P;1;54,09;119;10.05.2017;; R$ 54,09 ;119
106.178;CAMISETA MASC M/C ESTA LOGO CALVIN KLEIN;CINZA - GG;1;54,09;119;10.05.2017;; R$ 54,09 ;119
106.182;CAMISETA MASC M/C ESTA BASICA CALVIN KLEIN;MARINHO - P;1;58,64;129;10.05.2017;; R$ 58,64 ;129
106.182;CAMISETA MASC M/C ESTA BASICA CALVIN KLEIN;BORDO - GG;1;58,64;129;10.05.2017;; R$ 58,64 ;129
106.185;TENIS FEM SALTO BAIXO MULTIMATERIAL SCHUTZ;MARINHO - 36;1;227,91;490,01;10.05.2017;; R$ 227,91 ;490,01
106.183;SANDALIA FEM VELUDO SALTO ALTO SCHUTZ;ROSA - 35;1;167,44;360;10.05.2017;; R$ 167,44 ;360
106.243;VESTIDO FEM MG 3/4 MIDI CJ C/CINTO APARTAMENTO 03;BORDO - 42;1;827,27;1.829,01;16.05.2017;; R$ 827,27 ;1829,01
106.183;SANDALIA FEM VELUDO SALTO ALTO SCHUTZ;ROSA - 39;1;167,44;360;10.05.2017;; R$ 167,44 ;360
106.186;VESTIDO FEM MG 3/4 ESTAMPADO C/ RENDA LATERAL SKAZI;PRETO ESTAMPADO - M;1;719,9;1.589,04;10.05.2017;; R$ 719,90 ;1589,04
106.186;VESTIDO FEM MG 3/4 ESTAMPADO C/ RENDA LATERAL SKAZI;PRETO ESTAMPADO - PP;1;719,9;1.589,04;10.05.2017;; R$ 719,90 ;1589,04
105.422;VESTIDO FEM ML MIDI OMBRO A OMBRO SKAZI;OFF WHITE - P;1;489,9;1.079,00;18.03.2017;; R$ 489,90 ;1079
106.187;VESTIDO FEM ALCA LONGO RENDA TULE PLISSADO SKAZI;PRETO - PP;1;899,9;1.988,96;10.05.2017;; R$ 899,90 ;1988,96
106.187;VESTIDO FEM ALCA LONGO RENDA TULE PLISSADO SKAZI;PRETO - P;1;899,9;1.988,96;10.05.2017;; R$ 899,90 ;1988,96
106.190;MACACAO FEM MG BABADO DET TULE SKAZI;VERMELHO - M;1;799,9;1.768,98;10.05.2017;; R$ 799,90 ;1768,98
106.190;MACACAO FEM MG BABADO DET TULE SKAZI;VERMELHO - PP;1;799,9;1.768,98;10.05.2017;; R$ 799,90 ;1768,98
106.190;MACACAO FEM MG BABADO DET TULE SKAZI;VERMELHO - P;1;799,9;1.768,98;10.05.2017;; R$ 799,90 ;1768,98
106.188;MACAQUINHO FEM ML DECOTE V SKAZI;MARINHO - P;1;389,9;858,99;10.05.2017;; R$ 389,90 ;858,99
106.188;MACAQUINHO FEM ML DECOTE V SKAZI;MARINHO - PP;1;389,9;858,99;10.05.2017;; R$ 389,90 ;858,99
106.191;VESTIDO FEM ML CURTO BICOLOR SKAZI;PRETO/OFFWITE - M;1;449,9;999;10.05.2017;; R$ 449,90 ;999
106.191;VESTIDO FEM ML CURTO BICOLOR SKAZI;PRETO/OFFWITE - P;1;449,9;999;10.05.2017;; R$ 449,90 ;999
105.418;VESTIDO FEM ML CURTO DECOTE V CJ/ LENCO SKAZI;PRETO - M;1;359,9;799,01;18.03.2017;; R$ 359,90 ;799,01
105.418;VESTIDO FEM ML CURTO DECOTE V CJ/ LENCO SKAZI;PRETO - P;1;359,9;799,01;18.03.2017;; R$ 359,90 ;799,01
106.191;VESTIDO FEM ML CURTO BICOLOR SKAZI;PRETO/OFFWITE - G;1;449,9;999;10.05.2017;; R$ 449,90 ;999
106.197;CAMISETA MASC ESTA M/C LOGO CALVIN KLEIN;AZUL BEBE - M;1;90,45;199;12.05.2017;; R$ 90,45 ;199
106.200;CALCA MASC JEANS SCULPTED CALVIN KLEIN;JEANS - 40;1;199,55;438,99;12.05.2017;; R$ 199,55 ;438,99
106.203;CALCA FEM CJ C/ CINTO SUED FLARE ET. COURO ELLUS;PRETO - 38;1;253,33;559;13.05.2017;; R$ 253,33 ;559
106.201;CALCA MASC ELASTIC STRAIGHT ET. COURO ELLUS;JEANS ESC - 46;1;147,73;329;12.05.2017;; R$ 147,73 ;329
106.203;CALCA FEM CJ C/ CINTO SUED FLARE ET. COURO ELLUS;MARROM - 38;1;253,33;559;13.05.2017;; R$ 253,33 ;559
106.203;CALCA FEM CJ C/ CINTO SUED FLARE ET. COURO ELLUS;MARROM - 42;2;253,33;559;13.05.2017;; R$ 506,66 ;1118
106.203;CALCA FEM CJ C/ CINTO SUED FLARE ET. COURO ELLUS;MARROM - 40;1;253,33;559;13.05.2017;; R$ 253,33 ;559
106.203;CALCA FEM CJ C/ CINTO SUED FLARE ET. COURO ELLUS;MARROM - 36;1;253,33;559;13.05.2017;; R$ 253,33 ;559
106.203;CALCA FEM CJ C/ CINTO SUED FLARE ET. COURO ELLUS;MARROM - 34;1;253,33;559;13.05.2017;; R$ 253,33 ;559
106.204;BOTA FEM CANO LONGO SALTO MEDIO MULTIMATERIAL SCHUTZ;PRETO - 35;1;218,61;469,99;13.05.2017;; R$ 218,61 ;469,99
106.204;BOTA FEM CANO LONGO SALTO MEDIO MULTIMATERIAL SCHUTZ;PRETO - 37;1;218,61;469,99;13.05.2017;; R$ 218,61 ;469,99
106.204;BOTA FEM CANO LONGO SALTO MEDIO MULTIMATERIAL SCHUTZ;PRETO - 38;2;218,61;469,99;13.05.2017;; R$ 437,22 ;939,98
106.204;BOTA FEM CANO LONGO SALTO MEDIO MULTIMATERIAL SCHUTZ;PRETO - 39;1;218,61;469,99;13.05.2017;; R$ 218,61 ;469,99
106.208;BOTA FEM CANO CURTO COURO SALTO MEDIO SCHUTZ;CAFE - 35;1;227,91;490,01;13.05.2017;; R$ 227,91 ;490,01
106.029;VESTIDO FEM M/OMBRO ATADO BELA REALEZA FARM;MULTI CORES - M;1;189,5;419;02.05.2017;; R$ 189,50 ;419
106.409;CUECA MAS BOXER COTTON VR;BRANCO - M;3;24,19;59;26.06.2017;; R$ 72,57 ;177
106.047;MACACAO FEM REGATA FENDA ALCA DUPLA RUNNING FARM;PRETO - P;1;164,5;369,01;03.05.2017;; R$ 164,50 ;369,01
106.205;SANDALIA FM SALTO ALTO TECIDO SCHUTZ;PRETO - 36;1;148,84;320,01;13.05.2017;; R$ 148,84 ;320,01
106.205;SANDALIA FM SALTO ALTO TECIDO SCHUTZ;PRETO - 39;1;148,84;320,01;13.05.2017;; R$ 148,84 ;320,01
106.179;BLUSA FEM BATA ML OMBRO VAZADO ESTAMPADO FARM;MULTI CORES - P;1;144,5;319;10.05.2017;; R$ 144,50 ;319
106.208;BOTA FEM CANO CURTO COURO SALTO MEDIO SCHUTZ;CAFE - 36;1;227,91;490,01;13.05.2017;; R$ 227,91 ;490,01
106.208;BOTA FEM CANO CURTO COURO SALTO MEDIO SCHUTZ;CAFE - 37;1;227,91;490,01;13.05.2017;; R$ 227,91 ;490,01
106.208;BOTA FEM CANO CURTO COURO SALTO MEDIO SCHUTZ;CAFE - 38;2;227,91;490,01;13.05.2017;; R$ 455,82 ;980,02
106.208;BOTA FEM CANO CURTO COURO SALTO MEDIO SCHUTZ;CAFE - 39;1;227,91;490,01;13.05.2017;; R$ 227,91 ;490,01
106.212;MACAQUINHO FEM ALCA  DET. RENDA EST. POA MAS ANIMALE;PRETO/BRANCO - 38;1;135,45;319;13.05.2017;; R$ 135,45 ;319
105.695;BLUSA FEM CAMISETA M/C EST FLORES MAS ANIMALE;PRETO ESTAMPADO - 38;1;90;209;06.04.2017;; R$ 90,00 ;209
105.695;BLUSA FEM CAMISETA M/C EST FLORES MAS ANIMALE;PRETO ESTAMPADO - 44;1;90;209;06.04.2017;; R$ 90,00 ;209
105.695;BLUSA FEM CAMISETA M/C EST FLORES MAS ANIMALE;PRETO ESTAMPADO - 36;1;90;209;06.04.2017;; R$ 90,00 ;209
106.209;CALCA FEM JOLIE LOGHT BLUE RASGO MAS ANIMALE;JEANS - 34;1;153,64;359;13.05.2017;; R$ 153,64 ;359
106.209;CALCA FEM JOLIE LOGHT BLUE RASGO MAS ANIMALE;JEANS - 42;1;153,64;359;13.05.2017;; R$ 153,64 ;359
106.210;VESTIDO FEM MANGA AMPLA CURTO ESTAMPADO MAS ANIMALE;PRETO/BRANCO - 36;1;167,27;389;13.05.2017;; R$ 167,27 ;389
106.210;VESTIDO FEM MANGA AMPLA CURTO ESTAMPADO MAS ANIMALE;PRETO/BRANCO - 38;1;167,27;389;13.05.2017;; R$ 167,27 ;389
106.210;VESTIDO FEM MANGA AMPLA CURTO ESTAMPADO MAS ANIMALE;PRETO/BRANCO - 40;1;167,27;389;13.05.2017;; R$ 167,27 ;389
106.210;VESTIDO FEM MANGA AMPLA CURTO ESTAMPADO MAS ANIMALE;PRETO/BRANCO - 42;1;167,27;389;13.05.2017;; R$ 167,27 ;389
106.213;BOTA FEM CANO MEDIO SALTO ALTO COURO AREZZO;CAFE - 36;1;189,95;418,99;13.05.2017;; R$ 189,95 ;418,99
106.213;BOTA FEM CANO MEDIO SALTO ALTO COURO AREZZO;CAFE - 37;2;189,95;418,99;13.05.2017;; R$ 379,90 ;837,98
106.213;BOTA FEM CANO MEDIO SALTO ALTO COURO AREZZO;CAFE - 38;1;189,95;418,99;13.05.2017;; R$ 189,95 ;418,99
106.213;BOTA FEM CANO MEDIO SALTO ALTO COURO AREZZO;CAFE - 39;1;189,95;418,99;13.05.2017;; R$ 189,95 ;418,99
106.219;BLUSA FEM MOLETOM ML C/ CAPUZ UNIVERSITY HOOD ELLUS;CINZA - PP;1;189,97;419;13.05.2017;; R$ 189,97 ;419
106.223;VESTIDO FEM MC CURTO ESTAMPADO FARM;MULTI CORES - P;2;164,5;369,01;15.05.2017;; R$ 329,00 ;738,02
106.221;VESTIDO FEM ML CURTO ESTAMPADO FARM;AMARELO - G;1;149;329,01;15.05.2017;; R$ 149,00 ;329,01
106.442;MEIA MASC AM SAPATILHA41 A 44  LUPO;BRANCO - UN;4;6,9;19;30.06.2017;; R$ 27,60 ;76
106.224;VESTIDO FEM TQC LONGO BABADO FARM;OFF WHITE - P;1;399;879;15.05.2017;; R$ 399,00 ;879
106.223;VESTIDO FEM MC CURTO ESTAMPADO FARM;MULTI CORES - M;1;164,5;369,01;15.05.2017;; R$ 164,50 ;369,01
106.223;VESTIDO FEM MC CURTO ESTAMPADO FARM;MULTI CORES - G;2;164,5;369,01;15.05.2017;; R$ 329,00 ;738,02
106.228;VESTIDO FEM ML LONGO VAZADO ESTAMPADO FARM;MULTI CORES - M;2;229,5;509,01;15.05.2017;; R$ 459,00 ;1018,02
106.226;BLUSA FEM ML ESTAMPADO FARM;MULTI CORES - P;1;99;219;15.05.2017;; R$ 99,00 ;219
106.226;BLUSA FEM ML ESTAMPADO FARM;MULTI CORES - M;1;99;219;15.05.2017;; R$ 99,00 ;219
106.226;BLUSA FEM ML ESTAMPADO FARM;MULTI CORES - G;1;99;219;15.05.2017;; R$ 99,00 ;219
106.227;BLUSA FEM REGATA DECOTE ALTO ESTAMPADA FARM;MULTI CORES - P;1;99;219;15.05.2017;; R$ 99,00 ;219
106.230;MACACAO FEM FRENTE UN FRANJA ESTAMPADO FARM;MULTI CORES - P;1;174,5;389;15.05.2017;; R$ 174,50 ;389
106.230;MACACAO FEM FRENTE UN FRANJA ESTAMPADO FARM;MULTI CORES - M;1;174,5;389;15.05.2017;; R$ 174,50 ;389
106.230;MACACAO FEM FRENTE UN FRANJA ESTAMPADO FARM;MULTI CORES - G;1;174,5;389;15.05.2017;; R$ 174,50 ;389
106.232;VESTIDO FEM ML CURTO ESTAMPADO FARM;PRETO/OFFWITE - P;1;159,5;359;15.05.2017;; R$ 159,50 ;359
106.234;CAMISA FEM ML BORDADA COSTAS PATBO;BRANCO - 36;1;631,81;1.399,02;15.05.2017;; R$ 631,81 ;1399,02
106.236;BLUSA FEM M/L CANELADA BORDADA INTUICAO;PRETO - P;2;149,9;368,99;15.05.2017;; R$ 299,80 ;737,98
106.103;BLAZER FEM M/L BORDADO CURTO CARMIM;PRETO - EPP;1;370,5;975,01;05.05.2017;; R$ 370,50 ;975,01
106.231;CASACO FEM BORDADA VISITA CORDAO S/M CARMIM;BEGE - EPP;1;617,5;1.625,01;15.05.2017;; R$ 617,50 ;1625,01
106.231;CASACO FEM BORDADA VISITA CORDAO S/M CARMIM;BEGE - PP;1;617,5;1.625,01;15.05.2017;; R$ 617,50 ;1625,01
106.231;CASACO FEM BORDADA VISITA CORDAO S/M CARMIM;BEGE - P;1;617,5;1.625,01;15.05.2017;; R$ 617,50 ;1625,01
106.099;VESTIDO FEM BORDADA M/L RODADA PATBO;PRETO - 36;1;1.813,63;3.999,05;05.05.2017;; R$ 1.813,63 ;3999,05
106.236;BLUSA FEM M/L CANELADA BORDADA INTUICAO;PRETO - GG;1;149,9;368,99;15.05.2017;; R$ 149,90 ;368,99
106.233;CAMISA FEM LONGA M/L BORDADA JEANS CARMIM;JEANS - P;1;237,5;625;15.05.2017;; R$ 237,50 ;625
106.233;CAMISA FEM LONGA M/L BORDADA JEANS CARMIM;JEANS - PP;1;237,5;625;15.05.2017;; R$ 237,50 ;625
106.237;BLUSA FEM M/L TRICO GOLA V INTUICAO;MARINHO - G;1;84,9;209;15.05.2017;; R$ 84,90 ;209
104.564;VESTIDO FEM REGATA MIDI BABADO PATBO;PRETO/BRANCO - 40;1;904,54;1.999,03;27.01.2017;; R$ 904,54 ;1999,03
106.235;SAIA FEM MIDI FENDA PATBO;PRATA - 36;1;499,98;1.119,01;15.05.2017;; R$ 499,98 ;1119,01
106.237;BLUSA FEM M/L TRICO GOLA V INTUICAO;VERDE MILITAR - P;1;84,9;209;15.05.2017;; R$ 84,90 ;209
106.237;BLUSA FEM M/L TRICO GOLA V INTUICAO;VERDE MILITAR - GG;1;84,9;209;15.05.2017;; R$ 84,90 ;209
106.239;CALCA FEM JEANS BIA INDIGO SKKINY 0020108249 COLCCI;JEANS - 38;1;116,05;261;15.05.2017;; R$ 116,05 ;261
106.109;BLUSA MOLETOM FEM ESTAMPADO M/L COLCCI;CINZA - P;1;69;170;05.05.2017;; R$ 69,00 ;170
106.076;VESTIDO FEM MIDI ALCA VELUDO COLCCI;VINHO - P;1;220,37;495;04.05.2017;; R$ 220,37 ;495
106.243;VESTIDO FEM MG 3/4 MIDI CJ C/CINTO APARTAMENTO 03;BORDO - 36;1;827,27;1.829,01;16.05.2017;; R$ 827,27 ;1829,01
106.244;CASACO FEM TRENCH COAT CJ/ CINTO COURO LIZIANE RICHTER;NUDI - 36;1;1.499,00;3.299,00;16.05.2017;; R$ 1.499,00 ;3299
106.245;CASACO FEM TRENCH COAT CJ/CINTO G. PELE LIZIANE RICHTER;PRETO - 34;1;1.699,00;3.738,99;16.05.2017;; R$ 1.699,00 ;3738,99
106.247;CALCA MASC COMFORT SLIM PESP. TRI ELLUS;JEANS - 38;2;179,41;399;17.05.2017;; R$ 358,82 ;798
105.644;JAQUETA FEM ML COURO LR52317I001 LIZIANE RICHTER;ROSE - 36;1;1.398,00;4.318,98;05.04.2017;; R$ 1.398,00 ;4318,98
105.644;JAQUETA FEM ML COURO LR52317I001 LIZIANE RICHTER;OFF WHITE - 36;1;1.398,00;4.318,98;05.04.2017;; R$ 1.398,00 ;4318,98
106.248;CALCA MASC COMFORT SLIM PESP. TRIPLO ELLUS;JEANS - 36;1;179,41;399;17.05.2017;; R$ 179,41 ;399
106.248;CALCA MASC COMFORT SLIM PESP. TRIPLO ELLUS;JEANS - 38;1;179,41;399;17.05.2017;; R$ 179,41 ;399
106.248;CALCA MASC COMFORT SLIM PESP. TRIPLO ELLUS;JEANS - 40;1;179,41;399;17.05.2017;; R$ 179,41 ;399
106.249;CALCA MASC COMFORT POWER SLIM FILIGRANA ELLUS;JEANS ESC - 36;2;179,41;399;17.05.2017;; R$ 358,82 ;798
106.249;CALCA MASC COMFORT POWER SLIM FILIGRANA ELLUS;JEANS ESC - 38;1;179,41;399;17.05.2017;; R$ 179,41 ;399
106.159;SHORTS FEM SUED CJ C/ CINTO ET. COURO ELLUS;PINK - 36;2;189,97;419;09.05.2017;; R$ 379,94 ;838
106.159;SHORTS FEM SUED CJ C/ CINTO ET. COURO ELLUS;PINK - 38;1;189,97;419;09.05.2017;; R$ 189,97 ;419
106.254;BLUSA FEM ML DEC. COSTAS DET. RENDA STREND;MUSGO - PP;1;199,9;489;17.05.2017;; R$ 199,90 ;489
106.252;BLUSA FEM MG SOLTA BABADO RISCO DE GIZ STREND;PRETO - P;1;169,9;409;17.05.2017;; R$ 169,90 ;409
106.254;BLUSA FEM ML DEC. COSTAS DET. RENDA STREND;MUSGO - M;1;199,9;489;17.05.2017;; R$ 199,90 ;489
106.255;BLUSA FEM ML JABOUR BABADO STREND;PRETO - PP;1;159,9;389;17.05.2017;; R$ 159,90 ;389
106.255;BLUSA FEM ML JABOUR BABADO STREND;PRETO - P;1;159,9;389;17.05.2017;; R$ 159,90 ;389
106.255;BLUSA FEM ML JABOUR BABADO STREND;PRETO - M;1;159,9;389;17.05.2017;; R$ 159,90 ;389
106.252;BLUSA FEM MG SOLTA BABADO RISCO DE GIZ STREND;PRETO - M;1;169,9;409;17.05.2017;; R$ 169,90 ;409
106.252;BLUSA FEM MG SOLTA BABADO RISCO DE GIZ STREND;PRETO - G;1;169,9;409;17.05.2017;; R$ 169,90 ;409
106.257;REFIL ROLLERBALL PEN FEM SWAROVSKI;AZUL - UN;1;35,85;79;17.05.2017;; R$ 35,85 ;79
106.258;BTA FEM SALTO MEDIO ACAMURCADA SCHUTZ;RATO - 36;1;200;430;17.05.2017;; R$ 200,00 ;430
106.258;BTA FEM SALTO MEDIO ACAMURCADA SCHUTZ;RATO - 37;2;200;430;17.05.2017;; R$ 400,00 ;860
106.256;SCARPIN FEM SALTO ALTO ACAMURCADO SCHUTZ;PRETO - 38;1;172,09;369,99;17.05.2017;; R$ 172,09 ;369,99
106.258;BTA FEM SALTO MEDIO ACAMURCADA SCHUTZ;RATO - 38;1;200;430;17.05.2017;; R$ 200,00 ;430
106.258;BTA FEM SALTO MEDIO ACAMURCADA SCHUTZ;RATO - 39;1;200;430;17.05.2017;; R$ 200,00 ;430
106.184;BLUSA FEM MOLETOM ML ESTAMPADO COLCCI;VINHO - P;1;76,93;173;10.05.2017;; R$ 76,93 ;173
106.264;BLUSA FEM ML CROPPED MOLETOM EST. CALVIN KLEIN;PRETO - P;1;126,82;279;17.05.2017;; R$ 126,82 ;279
106.265;VESTIDO FEM ML CURTO FRANJA C/ FLOCAGEM SKAZI;PRETO - M;1;1.149,90;2.538,98;18.05.2017;; R$ 1.149,90 ;2538,98
106.265;VESTIDO FEM ML CURTO FRANJA C/ FLOCAGEM SKAZI;PRETO - P;1;1.149,90;2.538,98;18.05.2017;; R$ 1.149,90 ;2538,98
106.266;VESTIDO FEM CURTO BORDA MANGA CAIDA BELCHIOR FABULOUS;AZUL BEBE - 40;1;499;1.099,00;18.05.2017;; R$ 499,00 ;1099
106.269;MACAQUINHO FEM ML TRANCADO C/ CORDAO SKAZI;PRETO - PP;1;599,9;1.329,02;18.05.2017;; R$ 599,90 ;1329,02
106.268;BLAZER FEM M/L VELUDO JANE DET BOTOES FABULOUS;PRETO - 36;1;479;1.059,02;18.05.2017;; R$ 479,00 ;1059,02
106.268;BLAZER FEM M/L VELUDO JANE DET BOTOES FABULOUS;PRETO - 38;1;479;1.059,02;18.05.2017;; R$ 479,00 ;1059,02
105.421;VESTIDO FEM ML MIDI EST. TRIBAL LUREX SKAZI;ROXO/PRETO - P;1;549,9;1.219,02;18.03.2017;; R$ 549,90 ;1219,02
106.190;MACACAO FEM MG BABADO DET TULE SKAZI;PRETO - P;1;799,9;1.768,98;10.05.2017;; R$ 799,90 ;1768,98
106.274;VESTIDO FEM ML CURTO C/ BABADO CHIFFON SKAZI;OFF WHITE - P;1;529,9;1.169,01;18.05.2017;; R$ 529,90 ;1169,01
106.272;VESTIDO FEM ML CURTO CREPE POLY SATIN SKAZI;OFF WHITE - P;1;529,9;1.169,01;18.05.2017;; R$ 529,90 ;1169,01
106.272;VESTIDO FEM ML CURTO CREPE POLY SATIN SKAZI;OFF WHITE - PP;1;529,9;1.169,01;18.05.2017;; R$ 529,90 ;1169,01
106.272;VESTIDO FEM ML CURTO CREPE POLY SATIN SKAZI;OFF WHITE - M;1;529,9;1.169,01;18.05.2017;; R$ 529,90 ;1169,01
106.278;VESTIDO FEM LONGO BORD M/C SKAZI;MULTI CORES - P;2;869,9;1.919,00;18.05.2017;; R$ 1.739,80 ;3838
106.275;CASACO FEM ML C/ RECORTES BORD. CINTURA SKAZI;PRETO - P;2;439,9;969,01;18.05.2017;; R$ 879,80 ;1938,02
106.278;VESTIDO FEM LONGO BORD M/C SKAZI;MULTI CORES - M;1;869,9;1.919,00;18.05.2017;; R$ 869,90 ;1919
106.276;MACAQUINHO FEM CREPE MG CAIDA CJ C/ CINTO SKAZI;VINHO - PP;1;489,9;1.079,00;18.05.2017;; R$ 489,90 ;1079
106.276;MACAQUINHO FEM CREPE MG CAIDA CJ C/ CINTO SKAZI;VINHO - M;1;489,9;1.079,00;18.05.2017;; R$ 489,90 ;1079
106.276;MACAQUINHO FEM CREPE MG CAIDA CJ C/ CINTO SKAZI;VINHO - P;1;489,9;1.079,00;18.05.2017;; R$ 489,90 ;1079
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;VERMELHO - 34;1;117,27;279;14.02.2017;; R$ 117,27 ;279
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;VERMELHO - 36;1;117,27;279;14.02.2017;; R$ 117,27 ;279
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;VERMELHO - 38;1;117,27;279;14.02.2017;; R$ 117,27 ;279
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;CREME - 34;1;117,27;279;14.02.2017;; R$ 117,27 ;279
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;CREME - 38;2;117,27;279;14.02.2017;; R$ 234,54 ;558
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;PRETO - 36;1;117,27;279;14.02.2017;; R$ 117,27 ;279
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;PRETO - 38;1;117,27;279;14.02.2017;; R$ 117,27 ;279
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;PRETO - 34;1;117,27;279;14.02.2017;; R$ 117,27 ;279
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;PRETO - 42;1;117,27;279;14.02.2017;; R$ 117,27 ;279
106.279;CALCA FEM SARJA VICTORIA RASGO JOELHO MAS ANIMALE;BRANCO - 34;1;126,36;299,01;18.05.2017;; R$ 126,36 ;299,01
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;CAMELO - 36;1;117,27;279;14.02.2017;; R$ 117,27 ;279
104.758;CALCA FEM SARJA JOLIE BASICA MAS ANIMALE;CAMELO - 34;1;117,27;279;14.02.2017;; R$ 117,27 ;279
106.279;CALCA FEM SARJA VICTORIA RASGO JOELHO MAS ANIMALE;BRANCO - 36;2;126,36;299,01;18.05.2017;; R$ 252,72 ;598,02
106.279;CALCA FEM SARJA VICTORIA RASGO JOELHO MAS ANIMALE;BRANCO - 42;1;126,36;299,01;18.05.2017;; R$ 126,36 ;299,01
106.280;CALCA FEM SARJA JOLIE EST. POA MAS ANIMALE;PRETO/BRANCO - 34;1;126,36;299,01;18.05.2017;; R$ 126,36 ;299,01
106.280;CALCA FEM SARJA JOLIE EST. POA MAS ANIMALE;PRETO/BRANCO - 36;1;126,36;299,01;18.05.2017;; R$ 126,36 ;299,01
106.280;CALCA FEM SARJA JOLIE EST. POA MAS ANIMALE;PRETO/BRANCO - 38;2;126,36;299,01;18.05.2017;; R$ 252,72 ;598,02
106.280;CALCA FEM SARJA JOLIE EST. POA MAS ANIMALE;PRETO/BRANCO - 40;1;126,36;299,01;18.05.2017;; R$ 126,36 ;299,01
106.281;SHORTS FEM LIGHT BLUE BORD. PAETE MAS ANIMALE;JEANS CLARO - 34;1;121,82;289,01;18.05.2017;; R$ 121,82 ;289,01
106.281;SHORTS FEM LIGHT BLUE BORD. PAETE MAS ANIMALE;JEANS CLARO - 38;1;121,82;289,01;18.05.2017;; R$ 121,82 ;289,01
106.271;BLUSA FEM ML SILKY DETALHE RENDA SKAZI;OFF WHITE - M;1;319,9;708,99;18.05.2017;; R$ 319,90 ;708,99
106.265;VESTIDO FEM ML CURTO FRANJA C/ FLOCAGEM SKAZI;PRETO - PP;1;1.149,90;2.538,98;18.05.2017;; R$ 1.149,90 ;2538,98
106.281;SHORTS FEM LIGHT BLUE BORD. PAETE MAS ANIMALE;JEANS CLARO - 36;1;121,82;289,01;18.05.2017;; R$ 121,82 ;289,01
106.282;SAIA FEM LONGA FENDA MAS ANIMALE;PRETO - P;2;121,82;289,01;18.05.2017;; R$ 243,64 ;578,02
105.668;BODY FEM M/L RENDA ABERTO NAS COSTA MAS ANIMALE;PRETO - PP;2;135,45;319;05.04.2017;; R$ 270,90 ;638
