Variant Barcode,Handle,Vendor,Option2 Value,Option1 Value,Variant Price,Variant Inventory Qty
'105380,tenis-camurca-cano-medio-ellus,ELLUS,MARINHO,39,144.5,1.0
'109090,bota-salto-alto-schutz,0,PRETO,36,156.0,1.0
'109090,bota-salto-alto-schutz,0,PRETO,38,156.0,1.0
'109090,bota-salto-alto-schutz,Schutz,PRETO,34,156.0,1.0
'109090,bota-salto-alto-schutz,0,PRETO,40,156.0,1.0
'109090,bota-salto-alto-schutz,0,PRETO,39,156.0,1.0
'112584,sapatenis-couro-e-tecido-democrata,DEMOCRATA,PRETO,38,107.6,1.0
'112584,sapatenis-couro-e-tecido-democrata,0,CAFÈ,38,107.6,1.0
'112584,sapatenis-couro-e-tecido-democrata,0,PRETO,39,107.6,1.0
'112584,sapatenis-couro-e-tecido-democrata,0,CAFÈ,39,107.6,3.0
'112584,sapatenis-couro-e-tecido-democrata,0,CAFÈ,40,107.6,2.0
'112584,sapatenis-couro-e-tecido-democrata,0,PRETO,41,107.6,2.0
'112584,sapatenis-couro-e-tecido-democrata,0,CAFÈ,41,107.6,1.0
'112584,sapatenis-couro-e-tecido-democrata,0,PRETO,42,107.6,1.0
'112584,sapatenis-couro-e-tecido-democrata,0,CAFÈ,42,107.6,0.0
'112584,sapatenis-couro-e-tecido-democrata,0,PRETO,43,107.6,1.0
'112584,sapatenis-couro-e-tecido-democrata,0,CAFÈ,43,107.6,1.0
'112584,sapatenis-couro-e-tecido-democrata,0,PRETO,40,107.6,0.0
'113148,calca-jeans-st-slim-raw-elastic-couro,0,PRETO,42,339.0,2.0
'113148,calca-jeans-st-slim-raw-elastic-couro,0,JEANS,40,339.0,1.0
'113148,calca-jeans-st-slim-raw-elastic-couro,ELLUS,PRETO,38,339.0,1.0
'113148,calca-jeans-st-slim-raw-elastic-couro,0,PRETO,44,339.0,1.0
'113148,calca-jeans-st-slim-raw-elastic-couro,0,JEANS,44,339.0,0.0
'113148,calca-jeans-st-slim-raw-elastic-couro,0,PRETO,40,339.0,2.0
'113148,calca-jeans-st-slim-raw-elastic-couro,0,JEANS,42,339.0,0.0
'113148,calca-jeans-st-slim-raw-elastic-couro,0,JEANS,38,339.0,0.0
'113152,t-shirt-masculina-e-asa,ELLUS,MARINHO,P,99.0,1.0
'113152,t-shirt-masculina-e-asa,0,CINZA,P,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,CIMENTO,P,99.0,1.0
'113152,t-shirt-masculina-e-asa,0,MARINHO,M,99.0,1.0
'113152,t-shirt-masculina-e-asa,0,CINZA,M,99.0,1.0
'113152,t-shirt-masculina-e-asa,0,CIMENTO,M,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,BRANCO,XGG,99.0,1.0
'113152,t-shirt-masculina-e-asa,0,MARINHO,G,99.0,1.0
'113152,t-shirt-masculina-e-asa,0,CIMENTO,XGG,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,CINZA,XGG,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,MARINHO,XGG,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,BRANCO,GG,99.0,1.0
'113152,t-shirt-masculina-e-asa,0,CIMENTO,GG,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,BRANCO,M,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,BRANCO,P,99.0,1.0
'113152,t-shirt-masculina-e-asa,0,CINZA,GG,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,MARINHO,GG,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,BRANCO,G,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,CIMENTO,G,99.0,0.0
'113152,t-shirt-masculina-e-asa,0,CINZA,G,99.0,0.0
'113310,camisa-binada,0,VINHO,G,349.0,1.0
'113310,camisa-binada,0,VINHO,GG,349.0,0.0
'113310,camisa-binada,VR Collezioni,CHUMBO,P,349.0,0.0
'113310,camisa-binada,0,VINHO,M,349.0,0.0
'113310,camisa-binada,0,CHUMBO,M,349.0,1.0
'113310,camisa-binada,0,VINHO,P,349.0,1.0
'113310,camisa-binada,0,CHUMBO,GG,349.0,1.0
'113310,camisa-binada,0,CHUMBO,G,349.0,1.0
'113311,camisa-maquinetada-vr,VR Collezioni,CHUMBO,6,418.99,1.0
'113312,camisa-xadrez-melange-vr,0,XADREZ,GG,389.0,1.0
'113312,camisa-xadrez-melange-vr,0,XADREZ,G,389.0,1.0
'113312,camisa-xadrez-melange-vr,VR Collezioni,XADREZ,M,389.0,1.0
'113312,camisa-xadrez-melange-vr,0,XADREZ,XGG,389.0,1.0
'113390,camisa-pistols-slim-french,ELLUS,PRETO/VERMELHO,P,339.0,0.0
'113390,camisa-pistols-slim-french,0,PRETO/CINZA,P,339.0,0.0
'113390,camisa-pistols-slim-french,0,PRETO/VERMELHO,M,339.0,0.0
'113390,camisa-pistols-slim-french,0,PRETO/VERMELHO,G,339.0,1.0
'113390,camisa-pistols-slim-french,0,PRETO/CINZA,G,339.0,0.0
'113390,camisa-pistols-slim-french,0,PRETO/CINZA,M,339.0,1.0
'113484,jaqueta-nylon-rider-matelasse,0,MUSGO,P,869.0,1.0
'113484,jaqueta-nylon-rider-matelasse,ELLUS,MARINHO,P,869.0,1.0
'113484,jaqueta-nylon-rider-matelasse,0,MARINHO,M,869.0,0.0
'113484,jaqueta-nylon-rider-matelasse,0,MUSGO,M,869.0,0.0
'113484,jaqueta-nylon-rider-matelasse,0,MARINHO,G,869.0,0.0
'113484,jaqueta-nylon-rider-matelasse,0,MUSGO,G,869.0,1.0
'113488,jaqueta-recortes,0,VINHO,GG,978.98,1.0
'113488,jaqueta-recortes,VR Collezioni,PRETO,P,978.98,1.0
'113488,jaqueta-recortes,0,VINHO,P,978.98,0.0
'113488,jaqueta-recortes,0,PRETO,M,978.98,0.0
'113488,jaqueta-recortes,0,VINHO,M,978.98,1.0
'113488,jaqueta-recortes,0,PRETO,G,978.98,1.0
'113488,jaqueta-recortes,0,PRETO,GG,978.98,0.0
'113488,jaqueta-recortes,0,VINHO,G,978.98,0.0
'113489,jaqueta-ripstop,VR Collezioni,MARINHO,M,589.01,1.0
'113489,jaqueta-ripstop,0,MARINHO,G,589.01,1.0
'113611,camisa-wire-wool-touch-check,0,AMARELO,P,339.0,0.0
'113611,camisa-wire-wool-touch-check,0,AMARELO,GG,339.0,1.0
'113611,camisa-wire-wool-touch-check,0,VERMELHO,GG,339.0,0.0
'113611,camisa-wire-wool-touch-check,0,AMARELO,G,339.0,0.0
'113611,camisa-wire-wool-touch-check,0,VERMELHO,G,339.0,0.0
'113611,camisa-wire-wool-touch-check,0,AMARELO,M,339.0,0.0
'113611,camisa-wire-wool-touch-check,0,VERMELHO,M,339.0,1.0
'113611,camisa-wire-wool-touch-check,ELLUS,VERMELHO,P,339.0,1.0
'113713,camisa-ft-xadrez-melange,0,CHUMBO,G,389.01,1.0
'113713,camisa-ft-xadrez-melange,0,CHUMBO,GG,389.01,1.0
'113713,camisa-ft-xadrez-melange,VR Collezioni,CHUMBO,M,389.01,0.0
'113713,camisa-ft-xadrez-melange,0,CHUMBO,XGG,389.01,1.0
'113719,jaqueta-leather-wash,0,PRETO,M,1089.01,0.0
'113719,jaqueta-leather-wash,ELLUS,PRETO,P,1089.01,1.0
'113719,jaqueta-leather-wash,0,PRETO,G,1089.01,0.0
'113719,jaqueta-leather-wash,0,PRETO,GG,1089.01,1.0
'113720,jaqueta-suede-rider-hood,ELLUS,CAFÉ,P,939.0,1.0
'113720,jaqueta-suede-rider-hood,0,CAFÉ,M,939.0,1.0
'113920,jaqueta-nylon-down,ELLUS,PRETO,P,568.99,0.0
'113920,jaqueta-nylon-down,0,PRETO,M,568.99,1.0
'113920,jaqueta-nylon-down,0,PRETO,G,568.99,1.0
'114194,calca-chino-mescla,0,CHUMBO,38,244.5,1.0
'114194,calca-chino-mescla,0,MARINHO,40,244.5,1.0
'114194,calca-chino-mescla,VR Collezioni,MARINHO,38,244.5,1.0
'114194,calca-chino-mescla,0,MARINHO,42,244.5,1.0
'114194,calca-chino-mescla,0,CHUMBO,42,244.5,1.0
'114194,calca-chino-mescla,0,MARINHO,44,244.5,0.0
'114194,calca-chino-mescla,0,CHUMBO,44,244.5,1.0
'114194,calca-chino-mescla,0,MARINHO,46,244.5,1.0
'114194,calca-chino-mescla,0,CHUMBO,46,244.5,1.0
'114194,calca-chino-mescla,0,MARINHO,48,244.5,0.0
'114194,calca-chino-mescla,0,CHUMBO,40,244.5,1.0
'114194,calca-chino-mescla,0,CHUMBO,48,244.5,1.0
'114197,casaco-jogging-gola-rib,0,MARINHO,G,324.5,0.0
'114197,casaco-jogging-gola-rib,0,CHUMBO,G,324.5,1.0
'114197,casaco-jogging-gola-rib,0,MARINHO,M,324.5,1.0
'114197,casaco-jogging-gola-rib,0,CHUMBO,M,324.5,0.0
'114197,casaco-jogging-gola-rib,VR Collezioni,CHUMBO,P,324.5,1.0
'114197,casaco-jogging-gola-rib,0,MARINHO,P,324.5,1.0
'114198,paleto-malha-waffle-kint,0,MARINHO,48,544.5,1.0
'114198,paleto-malha-waffle-kint,0,MARINHO,50,544.5,0.0
'114198,paleto-malha-waffle-kint,VR Collezioni,MARINHO,46,544.5,1.0
'114198,paleto-malha-waffle-kint,0,MARINHO,52,544.5,1.0
'114198,paleto-malha-waffle-kint,0,MARINHO,54,544.5,1.0
'114305,tenis-zz-life-animal-print,AREZZO,ANIMAL PRINT,38,199.5,1.0
'114438,jaqueta-suede-fleece-hood,0,PRETO,GG,479.5,1.0
'114438,jaqueta-suede-fleece-hood,0,PRETO,G,479.5,2.0
'114438,jaqueta-suede-fleece-hood,0,PRETO,M,479.5,2.0
'114438,jaqueta-suede-fleece-hood,ELLUS,PRETO,P,479.5,1.0
'114534,calca-jeans-levis-mile-high-super-skinny,0,PRETO,38,144.5,1.0
'114534,calca-jeans-levis-mile-high-super-skinny,Levi's,PRETO,36,144.5,1.0
'114637,sapatenis-democrata,0,AZUL PETRÓLEO,42,144.5,1.0
'114637,sapatenis-democrata,0,CAFÉ,42,144.5,1.0
'114637,sapatenis-democrata,0,AZUL PETRÓLEO,41,144.5,0.0
'114637,sapatenis-democrata,0,CAFÉ,41,144.5,0.0
'114637,sapatenis-democrata,0,AZUL PETRÓLEO,40,144.5,0.0
'114637,sapatenis-democrata,0,CAFÉ,40,144.5,0.0
'114637,sapatenis-democrata,0,AZUL PETRÓLEO,39,114.5,0.0
'114637,sapatenis-democrata,0,CAFÉ,39,114.5,0.0
'114637,sapatenis-democrata,0,AZUL PETRÓLEO,38,114.5,0.0
'114637,sapatenis-democrata,DEMOCRATA,CAFÉ,38,114.5,0.0
'114648,saia-midi-desert-denim-fenda,ELLUS,JEANS,38,194.5,1.0
'115043,camisa-slim-regular-striped,ELLUS,AZUL LISTRADO,P,159.5,1.0
'115043,camisa-slim-regular-striped,0,AZUL LISTRADO,G,159.5,0.0
'115043,camisa-slim-regular-striped,0,AZUL LISTRADO,GG,159.5,0.0
'115043,camisa-slim-regular-striped,0,AZUL LISTRADO,M,159.5,0.0
'115048,polo-jersey-pima,0,VERDE,P,154.5,0.0
'115049,camisa-xadrez-melange-ft,0,CINZA XADREZ,XGG,174.5,0.0
'115049,camisa-xadrez-melange-ft,0,CINZA XADREZ,GG,174.5,1.0
'115049,camisa-xadrez-melange-ft,0,CINZA XADREZ,G,174.5,1.0
'115049,camisa-xadrez-melange-ft,0,CINZA XADREZ,M,174.5,2.0
'115049,camisa-xadrez-melange-ft,VR Collezioni,CINZA XADREZ,P,174.5,2.0
'115059,polo-jersey-pima,0,AZUL,P,154.5,0.0
'115059,polo-jersey-pima,VR Collezioni,PRETO,P,154.5,0.0
'115059,polo-jersey-pima,0,MARINHO,P,154.5,1.0
'115059,polo-jersey-pima,0,ROXO,P,154.5,0.0
'115059,polo-jersey-pima,0,PRETO,M,154.5,1.0
'115059,polo-jersey-pima,0,PRETO,G,154.5,0.0
'115059,polo-jersey-pima,0,VERDE,M,154.5,0.0
'115059,polo-jersey-pima,0,MARINHO,M,154.5,1.0
'115059,polo-jersey-pima,0,ROXO,M,154.5,1.0
'115059,polo-jersey-pima,0,AZUL,M,154.5,0.0
'115059,polo-jersey-pima,0,ROXO,GG,154.5,0.0
'115059,polo-jersey-pima,0,VERDE,G,154.5,0.0
'115059,polo-jersey-pima,0,AZUL,GG,154.5,1.0
'115059,polo-jersey-pima,0,ROXO,G,154.5,0.0
'115059,polo-jersey-pima,0,AZUL,G,154.5,0.0
'115059,polo-jersey-pima,0,PRETO,GG,154.5,0.0
'115059,polo-jersey-pima,0,VERDE,GG,154.5,1.0
'115059,polo-jersey-pima,0,MARINHO,GG,154.5,1.0
'115059,polo-jersey-pima,0,MARINHO,G,154.5,0.0
'115142,t-shirt-basica-careca,0,BRANCO,XGG,59.5,1.0
'115142,t-shirt-basica-careca,0,PRETO,XGG,59.5,0.0
'115142,t-shirt-basica-careca,0,BRANCO,GG,59.5,0.0
'115142,t-shirt-basica-careca,0,PRETO,GG,59.5,1.0
'115142,t-shirt-basica-careca,VR Collezioni,PRETO,G,59.5,2.0
'115142,t-shirt-basica-careca,0,BRANCO,G,59.5,1.0
'115372,camisa-blend-linho,0,VERDE ÁGUA,M,169.5,1.0
'115372,camisa-blend-linho,VR Collezioni,VERDE ÁGUA,P,169.5,1.0
'115477,sapatilha-salto-rasteiro-arezzo,AREZZO,PORCELANA,34,59.5,1.0
'115478,sapatilha-matelasse-tiny-bow-natural-wood,AREZZO,MARROM,34,59.5,1.0
'115478,sapatilha-matelasse-tiny-bow-natural-wood,0,MARROM,38,59.5,0.0
'115479,sapatilha-verniz-matelasse-preta-1,AREZZO,PRETO,35,59.5,1.0
'115482,scarpin-nobuck-salto-medio-bico-fino-arezzo,AREZZO,NUDE,34,124.95,1.0
'115482,scarpin-nobuck-salto-medio-bico-fino-arezzo,0,NUDE,35,124.95,0.0
'115482,scarpin-nobuck-salto-medio-bico-fino-arezzo,0,NUDE,39,124.95,0.0
'115484,scarpin-nobuck-salto-medio-bico-fino-preto,AREZZO,PRETO,35,124.95,0.0
'115484,scarpin-nobuck-salto-medio-bico-fino-preto,0,PRETO,37,124.95,0.0
'115484,scarpin-nobuck-salto-medio-bico-fino-preto,0,PRETO,38,124.95,1.0
'115484,scarpin-nobuck-salto-medio-bico-fino-preto,0,PRETO,39,124.95,1.0
'115588,chinelo-rasteiro-lizard-porcelana,AREZZO,PORCELANA,35,89.95,1.0
'115592,calca-st-slim-dark-river,ELLUS,JEANS,36,184.5,1.0
'115670,camisa-cetim-lisa,0,AZUL CLARO,P,164.5,1.0
'115670,camisa-cetim-lisa,0,OFF WHITE,M,164.5,0.0
'115670,camisa-cetim-lisa,0,MARINHO,M,164.5,2.0
'115670,camisa-cetim-lisa,0,OFF WHITE,GG,164.5,0.0
'115670,camisa-cetim-lisa,0,ROXO,P,164.5,0.0
'115670,camisa-cetim-lisa,0,OFF WHITE,P,164.5,0.0
'115670,camisa-cetim-lisa,VR Collezioni,MARINHO,P,164.5,1.0
'115670,camisa-cetim-lisa,0,AZUL CLARO,XGG,164.5,0.0
'115670,camisa-cetim-lisa,0,ROXO,XGG,164.5,1.0
'115670,camisa-cetim-lisa,0,ROSA,XGG,164.5,1.0
'115670,camisa-cetim-lisa,0,MARINHO,XGG,164.5,0.0
'115670,camisa-cetim-lisa,0,ROSA,GG,164.5,1.0
'115670,camisa-cetim-lisa,0,ROSA,P,164.5,2.0
'115670,camisa-cetim-lisa,0,OFF WHITE,XGG,164.5,0.0
'115670,camisa-cetim-lisa,0,ROXO,M,164.5,1.0
'115670,camisa-cetim-lisa,0,AZUL CLARO,GG,164.5,1.0
'115670,camisa-cetim-lisa,0,ROSA,M,164.5,1.0
'115670,camisa-cetim-lisa,0,MARINHO,G,164.5,2.0
'115670,camisa-cetim-lisa,0,OFF WHITE,G,164.5,0.0
'115670,camisa-cetim-lisa,0,ROSA,G,164.5,0.0
'115670,camisa-cetim-lisa,0,ROXO,GG,164.5,0.0
'115670,camisa-cetim-lisa,0,AZUL CLARO,G,164.5,1.0
'115670,camisa-cetim-lisa,0,MARINHO,GG,164.5,1.0
'115670,camisa-cetim-lisa,0,AZUL CLARO,M,164.5,2.0
'115670,camisa-cetim-lisa,0,ROXO,G,164.5,1.0
'115677,sandalia-gisele-salto-bloco,Schutz,PRETO,37,350.0,1.0
'115677,sandalia-gisele-salto-bloco,0,PRETO,39,350.0,1.0
'115862,sandalia-block-heel-strings-red,0,VERMELHO,35,360.0,0.0
'115862,sandalia-block-heel-strings-red,Schutz,VERMELHO,34,360.0,1.0
'115874,chinelo-colore-nude-soft-avela,0,NUDE,35/36,79.0,0.0
'115874,chinelo-colore-nude-soft-avela,AREZZO,NUDE,33/34,79.0,3.0
'115875,chinelo-colore-neon-limao,AREZZO,LIMA NEON,37/38,79.0,1.0
'115876,chinelo-colore-azul-niagara,0,AZUL,39/40,79.0,2.0
'115876,chinelo-colore-azul-niagara,0,AZUL,37/38,79.0,1.0
'115876,chinelo-colore-azul-niagara,AREZZO,AZUL,35/36,79.0,1.0
'115966,camisa-unissex-hawaii-maxi-leaves,0,AZUL,P,134.5,0.0
'115966,camisa-unissex-hawaii-maxi-leaves,0,VERMELHO,M,134.5,0.0
'115966,camisa-unissex-hawaii-maxi-leaves,ELLUS,VERMELHO,P,134.5,1.0
'115966,camisa-unissex-hawaii-maxi-leaves,0,AZUL,M,134.5,1.0
'115966,camisa-unissex-hawaii-maxi-leaves,0,VERMELHO,G,134.5,1.0
'115966,camisa-unissex-hawaii-maxi-leaves,0,AZUL,G,134.5,0.0
'115967,camisa-classic-linho,0,BRANCO,G,204.5,0.0
'115967,camisa-classic-linho,ELLUS,BRANCO,P,204.5,1.0
'116113,costume-slim-xadrez,0,CINZA,54,754.5,1.0
'116113,costume-slim-xadrez,0,CINZA,50,754.5,0.0
'116113,costume-slim-xadrez,VR Collezioni,CINZA,46,754.5,1.0
'116328,camisa-linho-lisa-1,0,BRANCO,XGG,229.5,1.0
'116328,camisa-linho-lisa-1,0,BRANCO,GG,229.5,0.0
'116328,camisa-linho-lisa-1,VR Collezioni,BRANCO,G,229.5,0.0
'116406,camisa-cetim-lisa-1,0,PRETO,M,174.5,0.0
'116406,camisa-cetim-lisa-1,0,PRETO,G,174.5,0.0
'116406,camisa-cetim-lisa-1,0,PRETO,GG,174.5,1.0
'116406,camisa-cetim-lisa-1,VR Collezioni,PRETO,P,174.5,1.0
'116406,camisa-cetim-lisa-1,0,PRETO,XGG,174.5,1.0
'116501,calca-jeans-jogging-slim,0,JEANS,38,194.5,0.0
'116501,calca-jeans-jogging-slim,ELLUS,JEANS,36,194.5,1.0
'116503,saia-denim-destroyed,ELLUS,JEANS,34,194.5,0.0
'116503,saia-denim-destroyed,0,JEANS,38,194.5,1.0
'116582,vestido-oversized-jersey-stripe,ELLUS,PRETO LISTRADO,PP,124.5,2.0
'116582,vestido-oversized-jersey-stripe,0,AZUL LISTRADO,P,124.5,0.0
'116582,vestido-oversized-jersey-stripe,0,PRETO LISTRADO,P,124.5,1.0
'116582,vestido-oversized-jersey-stripe,0,AZUL LISTRADO,PP,124.5,0.0
'116582,vestido-oversized-jersey-stripe,0,PRETO LISTRADO,M,124.5,0.0
'116582,vestido-oversized-jersey-stripe,0,AZUL LISTRADO,M,124.5,0.0
'116798,calca-reta-bolso,PATBO,Bege,36,435.0,0.0
'116799,saia-midi-linho-tela,PATBO,Bege,36,993.5,1.0
'116800,vestido-curto-sophia-recorte-renda,PATBO,Off White,38,1098.5,1.0
'116801,vestido-curto-manga-tela,0,BEGE,40,1947.0,1.0
'116801,vestido-curto-manga-tela,0,BEGE,42,1947.0,1.0
'116801,vestido-curto-manga-tela,0,BEGE,38,1947.0,1.0
'116801,vestido-curto-manga-tela,PATBO,BEGE,36,1947.0,1.0
'116802,blusa-pw,PATBO,Marrom,38,798.5,1.0
'116803,blusa-linho-faixa-amarracao,PATBO,Bege,36,483.5,1.0
'116804,vestido-midi-bordado,PATBO,BEGE,42,1323.5,0.0
'116806,vestido-manga-longa-drapeado,PATBO,0,42,1639.5,1.0
'116809,body-manga-fofa-com-argola-patbo,0,OFF WHITE ESTAMPADO,M,720.0,1.0
'116809,body-manga-fofa-com-argola-patbo,0,OFF WHITE ESTAMPADO,GG,720.0,1.0
'116809,body-manga-fofa-com-argola-patbo,0,OFF WHITE ESTAMPADO,G,720.0,1.0
'116809,body-manga-fofa-com-argola-patbo,PATBO,OFF WHITE ESTAMPADO,P,720.0,2.0
'116810,ftop-cropped,PATBO,Off White,38,473.5,1.0
'116812,calca-pantalona-bolso-faca-com-cinto,PATBO,VERDE ESTAMPADO,40,1378.99,1.0
'116812,calca-pantalona-bolso-faca-com-cinto,0,VERDE ESTAMPADO,42,1378.99,1.0
'116813,vestido-longo-croche,PATBO,Off White Estampado,38,1050.0,1.0
'116815,camisa-estampada-com-manga,PATBO,OFF WHITE,36,595.0,1.0
'116815,camisa-estampada-com-manga,0,OFF WHITE,38,595.0,1.0
'116815,camisa-estampada-com-manga,0,OFF WHITE,40,595.0,1.0
'116815,camisa-estampada-com-manga,0,OFF WHITE,42,595.0,1.0
'116815,camisa-estampada-com-manga,0,OFF WHITE,44,595.0,1.0
'116816,saia-longa-babados-e-fenda,PATBO,Off White,36,989.5,1.0
'116818,top-cropped-botoes,PATBO,Verde,38,430.0,1.0
'116819,vestido-longo-plissado-e-babado,PATBO,Verde Claro,40,1487.0,0.0
'116819,vestido-longo-plissado-e-babado,0,Verde Claro,44,1487.0,0.0
'116819,vestido-longo-plissado-e-babado,0,Verde Claro,42,1487.0,1.0
'116820,macacao-feminino-manga-3-4-bordado-com-faixa,PATBO,BEGE,36,2247.0,1.0
'116820,macacao-feminino-manga-3-4-bordado-com-faixa,0,BEGE,42,2247.0,0.0
'116821,saia-midi-assimetrica,PATBO,Verde Claro,36,790.0,1.0
'116822,vestido-assimetrico-mangas,0,Rosa,42,1494.5,1.0
'116822,vestido-assimetrico-mangas,PATBO,Rosa,36,1494.5,0.0
'116822,vestido-assimetrico-mangas,0,Rosa,44,1494.5,0.0
'116822,vestido-assimetrico-mangas,0,Rosa,38,1494.5,1.0
'116822,vestido-assimetrico-mangas,0,Rosa,40,1494.5,0.0
'116823,vestido-longo-estampado,PATBO,VERDE ESTAMPADO,36,1048.5,1.0
'116823,vestido-longo-estampado,0,VERDE ESTAMPADO,38,1048.5,0.0
'116823,vestido-longo-estampado,0,VERDE ESTAMPADO,40,1048.5,1.0
'116823,vestido-longo-estampado,0,VERDE ESTAMPADO,42,1048.5,1.0
'116823,vestido-longo-estampado,0,VERDE ESTAMPADO,44,1048.5,1.0
'116825,vestido-curto-cinto,PATBO,Off White Estampado,36,948.5,2.0
'116831,calca-jogger-moletom-cargo,0,PRETO,44,144.5,1.0
'116831,calca-jogger-moletom-cargo,0,PRETO,42,144.5,2.0
'116831,calca-jogger-moletom-cargo,ELLUS,PRETO,38,144.5,1.0
'116834,camisa-flanela-pockets,ELLUS,XADREZ ROXO,P,144.5,1.0
'116834,camisa-flanela-pockets,0,XADREZ ROXO,G,144.5,1.0
'116834,camisa-flanela-pockets,0,XADREZ ROXO,GG,144.5,1.0
'116834,camisa-flanela-pockets,0,XADREZ ROXO,M,144.5,1.0
'116837,macacao-feminino-manga-3-4-bordado-com-faixa,0,BEGE,38,2247.0,0.0
'116837,macacao-feminino-manga-3-4-bordado-com-faixa,0,BEGE,44,2247.0,0.0
'116838,vestido-sophia-plisse-babados,0,Verde,42,874.5,0.0
'116838,vestido-sophia-plisse-babados,0,Verde,40,874.5,1.0
'116838,vestido-sophia-plisse-babados,0,Verde,44,874.5,0.0
'116838,vestido-sophia-plisse-babados,0,Off White,42,874.5,0.0
'116838,vestido-sophia-plisse-babados,0,Off White,40,874.5,0.0
'116838,vestido-sophia-plisse-babados,0,Off White,38,874.5,0.0
'116838,vestido-sophia-plisse-babados,PATBO,Verde,36,874.5,0.0
'116838,vestido-sophia-plisse-babados,0,Off White,36,874.5,0.0
'116838,vestido-sophia-plisse-babados,0,Verde,38,874.5,0.0
'116839,saia-couro,PatBo,Preto,38,1300.0,1.0
'116842,vestido-longo-entremeio-sophia-plisse,PATBO,Verde,38,1798.5,0.0
'116842,vestido-longo-entremeio-sophia-plisse,0,Verde,42,1798.5,1.0
'116843,top-cropped-entremeio-renda,0,Verde,38,540.0,1.0
'116843,top-cropped-entremeio-renda,PATBO,Verde,36,540.0,1.0
'116844,calca-lurex-bolsos,PATBO,36,Preto,530.0,0.0
'116845,jaqueta-capuz-bolsos,PATBO,Verde Claro,40,719.0,1.0
'116886,moletom-unissex-sea-shepherd,0,PRETO,G,169.5,1.0
'116886,moletom-unissex-sea-shepherd,ELLUS,PRETO,P,169.5,1.0
'116886,moletom-unissex-sea-shepherd,0,PRETO,M,169.5,1.0
'116888,polo-e-asa-frisos-classic,0,VERMELHO,P,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,ROSA ESCURO,P,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,MARINHO,P,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VERDE,P,74.5,1.0
'116888,polo-e-asa-frisos-classic,0,OFF WHITE,P,74.5,0.0
'116888,polo-e-asa-frisos-classic,ELLUS,BRANCO,P,74.5,1.0
'116888,polo-e-asa-frisos-classic,0,ROXO,P,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VINHO,P,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,PRETO,P,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,MARROM,P,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,OFF WHITE,M,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,MARROM,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,BRANCO,M,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,ROXO,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VERDE,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,MARINHO,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VINHO,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,OFF WHITE,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,BRANCO,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,PRETO,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VERDE,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,ROXO,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,MARROM,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,ROSA ESCURO,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VERMELHO,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,ROSA ESCURO,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,MARINHO,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,OFF WHITE,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VINHO,M,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,PRETO,GG,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,MARINHO,M,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VERMELHO,M,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,ROSA ESCURO,M,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,MARROM,M,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VINHO,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,ROXO,M,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,PRETO,M,74.5,1.0
'116888,polo-e-asa-frisos-classic,0,BRANCO,G,74.5,0.0
'116888,polo-e-asa-frisos-classic,0,VERDE,M,74.5,0.0
